time,x,y,z,vx,vy,vz,ax,ay,az,jx,jy,jz,sx,sy,sz
0.000000,-0.178630,-2.725608,1.472707,-0.002349,0.007850,-0.012649,-0.046047,-0.034471,0.042241,-0.338795,-0.139451,0.334185,-0.270147,5.147250,-1.391544
0.050000,-0.178747,-2.725216,1.472075,-0.004651,0.006126,-0.010537,-0.062987,-0.041444,0.058950,-0.352302,0.117912,0.264608,-0.017704,8.654285,-3.368171
0.100000,-0.179095,-2.724996,1.471653,-0.008647,0.003705,-0.006754,-0.081277,-0.022680,0.068702,-0.340565,0.725978,-0.002632,-0.388721,9.459220,-3.869822
0.150000,-0.179612,-2.724845,1.471399,-0.012779,0.003858,-0.003666,-0.097043,0.031154,0.058687,-0.391174,1.063834,-0.122374,0.429003,3.048817,0.301504
0.200000,-0.180373,-2.724610,1.471287,-0.018352,0.006821,-0.000885,-0.120395,0.083703,0.056465,-0.297665,1.030859,0.027518,5.054372,0.391779,2.787264
0.250000,-0.181447,-2.724163,1.471311,-0.024818,0.012228,0.001980,-0.126810,0.134240,0.061439,0.114263,1.103012,0.156352,8.997737,3.634282,2.225946
0.300000,-0.182854,-2.723387,1.471485,-0.031033,0.020245,0.005259,-0.108968,0.194005,0.072100,0.602109,1.394288,0.250113,9.407141,7.673336,1.460950
0.350000,-0.184550,-2.722139,1.471837,-0.035715,0.031629,0.009190,-0.066599,0.273669,0.086450,1.054977,1.870345,0.302447,8.020810,10.735954,0.623847
0.400000,-0.186426,-2.720224,1.472404,-0.037693,0.047612,0.013904,-0.003471,0.381039,0.102344,1.404190,2.467883,0.312498,5.459144,12.428117,-0.199824
0.450000,-0.188319,-2.717378,1.473227,-0.036062,0.069733,0.019424,0.073820,0.520457,0.117700,1.600892,3.113157,0.282465,2.066932,12.568391,-0.970335
0.500000,-0.190032,-2.713251,1.474346,-0.030311,0.099657,0.025674,0.156618,0.692355,0.130591,1.610883,3.724722,0.215464,-1.868326,11.048574,-1.681128
0.550000,-0.191351,-2.707412,1.475794,-0.020400,0.138968,0.032483,0.234908,0.892929,0.139247,1.414059,4.218014,0.114352,-6.062340,7.894617,-2.335004
0.600000,-0.192072,-2.699354,1.477595,-0.006820,0.188950,0.039599,0.298024,1.114156,0.142026,1.004649,4.514184,-0.018036,-10.221420,3.343204,-2.915592
0.650000,-0.192033,-2.688517,1.479754,0.009402,0.250384,0.046686,0.335373,1.344348,0.137443,0.391917,4.552335,-0.177207,-14.029807,-2.099962,-3.367714
0.700000,-0.191132,-2.674316,1.482263,0.026718,0.323385,0.053343,0.337216,1.569390,0.124305,-0.398332,4.304188,-0.354808,-17.142931,-7.638586,-3.605917
0.750000,-0.189361,-2.656178,1.485089,0.043124,0.407323,0.059117,0.295540,1.774766,0.101962,-1.322376,3.788476,-0.537799,-19.204779,-12.272212,-3.560012
0.800000,-0.186820,-2.633583,1.488175,0.056272,0.500862,0.063539,0.204978,1.948237,0.070525,-2.318810,3.076967,-0.710809,-19.893384,-15.044027,-3.242866
0.850000,-0.183734,-2.606092,1.491443,0.063622,0.602147,0.066169,0.063659,2.082463,0.030881,-3.311715,2.284073,-0.862086,-18.985187,-15.373968,-2.805563
0.900000,-0.180457,-2.573369,1.494792,0.062637,0.709108,0.066627,-0.126193,2.176645,-0.015683,-4.217328,1.539570,-0.991365,-16.408406,-13.311087,-2.539023
0.950000,-0.177470,-2.535181,1.498105,0.051002,0.819811,0.064601,-0.358074,2.236420,-0.068255,-4.952555,0.952965,-1.115988,-12.254623,-9.554210,-2.799925
1.000000,-0.175357,-2.491388,1.501252,0.026830,0.932750,0.059802,-0.621449,2.271941,-0.127282,-5.442791,0.584149,-1.271358,-6.753589,-5.214223,-3.880179
1.050000,-0.174787,-2.441906,1.504085,-0.011143,1.047005,0.051873,-0.902353,2.294835,-0.195391,-5.627914,0.431542,-1.504006,-0.220874,-1.451891,-5.868471
1.100000,-0.176471,-2.386687,1.506439,-0.063405,1.162233,0.040263,-1.184240,2.315095,-0.277683,-5.464878,0.438960,-1.858205,7.004809,0.814858,-8.549827
1.150000,-0.181127,-2.325683,1.508112,-0.129567,1.278515,0.024104,-1.448841,2.338731,-0.381212,-4.927433,0.513028,-2.358989,14.578326,1.037678,-11.373596
1.200000,-0.189428,-2.258836,1.508850,-0.208289,1.396106,0.002141,-1.676983,2.366398,-0.513581,-4.007046,0.542727,-2.995565,22.115389,-0.940202,-13.503155
1.250000,-0.201956,-2.186072,1.508326,-0.297265,1.515154,-0.027254,-1.849545,2.393004,-0.680768,-2.715894,0.419008,-3.709304,29.158520,-4.892516,-13.944655
1.300000,-0.219155,-2.107320,1.506124,-0.393244,1.635407,-0.065935,-1.948573,2.408299,-0.884512,-1.091194,0.053476,-4.390030,35.140378,-10.236661,-11.742656
1.350000,-0.241281,-2.022532,1.501732,-0.492122,1.755984,-0.115705,-1.958665,2.398351,-1.119771,0.798144,-0.604658,-4.883570,39.353569,-16.071617,-6.222512
1.400000,-0.268367,-1.931722,1.494554,-0.589110,1.875242,-0.177912,-1.868758,2.347833,-1.372869,2.844163,-1.553686,-5.012281,40.985385,-21.250068,2.755251
1.450000,-0.300192,-1.835007,1.483941,-0.678998,1.990768,-0.252992,-1.674248,2.242983,-1.620999,4.896682,-2.729665,-4.608045,39.254541,-24.524732,14.588206
1.500000,-0.336267,-1.732645,1.469254,-0.756535,2.099540,-0.340012,-1.379090,2.074867,-1.833673,6.769617,-4.006159,-3.553461,33.643426,-24.780924,27.860420
1.550000,-0.375845,-1.625053,1.449940,-0.816907,2.198254,-0.436359,-0.997286,1.842367,-1.976345,8.261025,-5.207757,-1.822003,24.169022,-21.334025,40.494797
1.600000,-0.417957,-1.512820,1.425619,-0.856264,2.283777,-0.537647,-0.552988,1.554091,-2.015873,9.186520,-6.139562,0.496019,11.572657,-14.210262,50.156242
1.650000,-0.461472,-1.396676,1.396175,-0.872206,2.353663,-0.637946,-0.078635,1.228411,-1.926743,9.418291,-6.628783,3.193622,-2.698058,-4.283905,54.817803
1.700000,-0.505178,-1.277453,1.361824,-0.864127,2.406618,-0.730321,0.388841,0.891213,-1.696511,8.916714,-6.567952,5.977799,-16.747159,6.824791,53.311206
1.750000,-0.547884,-1.156014,1.323143,-0.833322,2.442785,-0.807598,0.813037,0.571615,-1.328963,7.743575,-5.946304,8.524742,-28.636663,17.099353,45.670338
1.800000,-0.588510,-1.033175,1.281064,-0.782823,2.463780,-0.863218,1.163199,0.296582,-0.844037,6.053048,-4.858017,10.544833,-36.798598,24.632814,33.137058
1.850000,-0.626167,-0.909636,1.236821,-0.717002,2.472443,-0.892001,1.418342,0.085814,-0.274480,4.063715,-3.483023,11.838448,-40.331754,28.115618,17.820840
1.900000,-0.660210,-0.785930,1.191864,-0.640989,2.472361,-0.890666,1.569570,-0.051720,0.339808,2.019872,-2.046455,12.326917,-39.111848,27.126403,2.139895
1.950000,-0.690266,-0.662400,1.147755,-0.560045,2.467271,-0.858021,1.620329,-0.118832,0.958212,0.152530,-0.770383,12.052437,-33.707995,22.146674,-11.760458
2.000000,-0.716215,-0.539203,1.106062,-0.478956,2.460478,-0.794844,1.584823,-0.128758,1.545051,-1.350927,0.168212,11.150871,-25.159695,14.340489,-22.441299
2.050000,-0.738161,-0.416352,1.068270,-0.401562,2.454395,-0.703515,1.485236,-0.102011,2.073299,-2.363440,0.663666,9.808308,-14.702604,5.201338,-29.363694
2.100000,-0.756371,-0.293764,1.035710,-0.330433,2.450277,-0.587515,1.348479,-0.062392,2.525882,-2.821188,0.688346,8.214502,-3.535060,-3.801899,-32.839896
2.150000,-0.771204,-0.171324,1.009519,-0.266715,2.448156,-0.450927,1.203117,-0.033176,2.894749,-2.716946,0.283477,6.524318,7.314551,-11.476621,-33.808420
2.200000,-0.783043,-0.048948,0.990618,-0.210121,2.446959,-0.298040,1.076785,-0.034044,3.178314,-2.089733,-0.459316,4.833660,17.011990,-17.039566,-33.527023
2.250000,-0.792217,0.073371,0.979715,-0.159036,2.444751,-0.133096,0.994144,-0.079108,3.378115,-1.015747,-1.420480,3.171616,24.857020,-20.137481,-33.263569
2.300000,-0.798946,0.195527,0.977308,-0.110707,2.439048,0.039772,0.975210,-0.176092,3.495476,0.395969,-2.473064,1.507303,30.184956,-20.765631,-34.034029
2.350000,-0.803287,0.317276,0.983692,-0.061515,2.427142,0.216452,1.033741,-0.326414,3.528845,2.002749,-3.497043,-0.231787,32.296205,-19.141013,-36.407337
2.400000,-0.805098,0.438241,0.998953,-0.007333,2.406407,0.392656,1.175485,-0.525796,3.472297,3.625590,-4.387165,-2.133431,30.466564,-15.582673,-40.372175
2.450000,-0.804021,0.557917,1.022958,0.056033,2.374563,0.563681,1.396300,-0.765130,3.315502,5.049405,-5.055310,-4.269005,24.061940,-10.421980,-45.259286
2.500000,-0.799494,0.675697,1.055321,0.132297,2.329894,0.724207,1.680426,-1.031328,3.045396,6.031784,-5.429363,-6.659359,12.760758,-3.963070,-49.740245
2.550000,-0.790791,0.790906,1.095378,0.224076,2.271430,0.868221,1.999478,-1.308067,2.649566,6.325481,-5.451617,-9.243029,-3.147862,3.498832,-51.952114
2.600000,-0.777087,0.902840,1.142144,0.332245,2.199087,0.989163,2.312974,-1.576489,2.121093,5.716998,-5.079480,-11.854571,-22.476688,11.614402,-49.799126
2.650000,-0.757566,1.010815,1.194295,0.455373,2.113781,1.080330,2.571178,-1.816015,1.464109,4.077812,-4.290177,-14.222942,-42.992964,19.898935,-41.443800
2.700000,-0.731549,1.114218,1.250177,0.589363,2.017486,1.135574,2.720755,-2.005507,0.698799,1.417701,-3.089587,-15.998951,-61.544470,27.667946,-25.920827
2.750000,-0.698630,1.212564,1.307852,0.727449,1.913230,1.150210,2.712948,-2.124973,-0.135786,-2.076635,-1.523383,-16.815024,-74.540843,34.030791,-3.710446
2.800000,-0.658804,1.305541,1.365198,0.860658,1.804988,1.121996,2.513091,-2.157845,-0.982703,-6.036383,0.313492,-16.369995,-78.753539,37.978808,22.957465
2.850000,-0.612564,1.393062,1.420052,0.978758,1.697446,1.051940,2.109310,-2.093624,-1.772785,-9.951989,2.274498,-14.519278,-72.240956,38.578385,50.275780
2.900000,-0.560929,1.475286,1.470392,1.071589,1.595626,0.944717,1.517893,-1.930395,-2.434631,-13.260479,4.171331,-11.342417,-55.086403,35.232004,73.580882
2.950000,-0.505405,1.552625,1.514523,1.130547,1.504406,0.808477,0.783262,-1.676491,-2.907027,-15.460629,5.797699,-7.161190,-29.637416,27.920858,88.479624
3.000000,-0.447874,1.625727,1.551239,1.149915,1.427977,0.654014,-0.028170,-1.350626,-3.150750,-16.224220,6.963417,-2.494455,-0.083224,17.324441,92.042673
3.050000,-0.390414,1.695423,1.579925,1.127730,1.369344,0.493402,-0.839160,-0.980149,-3.156473,-15.468951,7.530143,2.043078,28.552906,4.746279,83.650892
3.100000,-0.335101,1.762661,1.600580,1.065999,1.329962,0.338367,-1.575065,-0.597611,-2.946442,-13.368930,7.438045,5.870634,51.702595,-8.149814,65.183371
3.150000,-0.283814,1.828419,1.613761,0.970224,1.309582,0.198758,-2.176053,-0.236345,-2.569409,-10.298692,6.715161,8.561415,66.384559,-19.708061,40.474809
3.200000,-0.238079,1.893619,1.620455,0.848394,1.306327,0.081426,-2.604935,0.073905,-2.090301,-6.730474,5.467239,9.918115,71.764491,-28.626393,14.246633
3.250000,-0.198974,1.959052,1.621904,0.709730,1.316973,-0.010272,-2.849100,0.310379,-1.577598,-3.122243,3.852522,9.986078,68.966176,-34.170297,-9.091661
3.300000,-0.167106,2.025316,1.619428,0.563484,1.337365,-0.076334,-2.917159,0.459157,-1.091693,0.166144,2.050209,9.008949,60.321001,-36.209236,-26.371822
3.350000,-0.142626,2.092788,1.614271,0.418014,1.362889,-0.119442,-2.832486,0.515400,-0.676703,2.909857,0.231598,7.348896,48.466714,-35.097605,-36.107828
3.400000,-0.125304,2.161605,1.607484,0.280235,1.388905,-0.144004,-2.626173,0.482317,-0.356803,5.012815,-1.459552,5.398166,35.652541,-31.468574,-38.452746
3.450000,-0.114603,2.231679,1.599870,0.155397,1.411120,-0.155122,-2.331204,0.369445,-0.136886,6.475112,-2.915259,3.503621,23.400370,-26.036395,-34.813947
3.500000,-0.109764,2.302717,1.591972,0.047115,1.425850,-0.157692,-1.978662,0.190791,-0.006441,7.352852,-4.063191,1.916772,12.492177,-19.480220,-27.305477
3.550000,-0.109891,2.374264,1.584101,-0.042469,1.430199,-0.155766,-1.595919,-0.036875,0.054791,7.724329,-4.863281,0.773074,3.169499,-12.401350,-18.192066
3.600000,-0.114011,2.445737,1.576395,-0.112477,1.422162,-0.152213,-1.206229,-0.295537,0.070866,7.669802,-5.303326,0.097565,-4.594047,-5.308133,-9.435082
3.650000,-0.121139,2.516480,1.568880,-0.163092,1.400646,-0.148679,-0.828939,-0.567207,0.064548,7.264925,-5.394094,-0.170435,-10.875677,1.379730,-2.406404
3.700000,-0.130320,2.585802,1.561527,-0.195371,1.365442,-0.145759,-0.479737,-0.834947,0.053823,6.582234,-5.165353,-0.143075,-15.707364,7.308887,2.211268
3.750000,-0.140676,2.653024,1.554304,-0.211066,1.317151,-0.143297,-0.170715,-1.083743,0.050240,5.694188,-4.663206,0.050692,-19.082664,12.182597,4.364779
3.800000,-0.151427,2.717517,1.547197,-0.212442,1.257067,-0.140735,0.089682,-1.301267,0.058892,4.673968,-3.947094,0.293403,-21.008650,15.780751,4.465766
3.850000,-0.161920,2.778731,1.540230,-0.202097,1.187024,-0.137408,0.296681,-1.478452,0.079580,3.593323,-3.085131,0.497269,-21.554437,17.991164,3.181091
3.900000,-0.171637,2.836219,1.533457,-0.182774,1.109222,-0.132777,0.449015,-1.609780,0.108619,2.518524,-2.147977,0.611512,-20.871473,18.826659,1.231932
3.950000,-0.180198,2.889653,1.526953,-0.157196,1.026046,-0.126546,0.548534,-1.693250,0.140732,1.506176,-1.202465,0.620462,-19.182411,18.417142,-0.760109
4.000000,-0.187356,2.938824,1.520802,-0.127921,0.939897,-0.118703,0.599632,-1.730027,0.170665,0.600283,-0.306263,0.535501,-16.750405,16.980444,-2.361461
4.050000,-0.192990,2.983643,1.515082,-0.097233,0.853044,-0.109480,0.608562,-1.723876,0.194282,-0.168865,0.495580,0.384316,-13.844347,14.783337,-3.350515
4.100000,-0.197080,3.024128,1.509854,-0.067065,0.767510,-0.099275,0.582746,-1.680469,0.209096,-0.784151,1.172071,0.200449,-10.711184,12.104292,-3.691902
4.150000,-0.199696,3.060394,1.505155,-0.038958,0.684997,-0.088570,0.530147,-1.606669,0.214327,-1.239983,1.706009,0.015126,-7.560061,9.205120,-3.482316
4.200000,-0.200975,3.092628,1.500997,-0.014050,0.606843,-0.077843,0.458747,-1.509868,0.210609,-1.540158,2.092583,-0.147782,-4.557500,6.313360,-2.888481
4.250000,-0.201101,3.121078,1.497371,0.006917,0.534010,-0.067509,0.376131,-1.397411,0.199548,-1.695733,2.337345,-0.273722,-1.829714,3.613504,-2.092693
4.300000,-0.200284,3.146029,1.494246,0.023563,0.467102,-0.057888,0.289174,-1.276133,0.183237,-1.723129,2.453933,-0.357052,0.532130,1.243802,-1.254465
4.350000,-0.198745,3.167788,1.491582,0.035834,0.406397,-0.049185,0.203818,-1.152017,0.163843,-1.642520,2.461725,-0.399169,2.466781,-0.704013,-0.490396
4.400000,-0.196700,3.186669,1.489328,0.043945,0.351900,-0.041503,0.124922,-1.029961,0.143320,-1.476451,2.383532,-0.406091,3.939196,-2.183523,0.130292
4.450000,-0.194350,3.202978,1.487431,0.048326,0.303401,-0.034853,0.056173,-0.913664,0.123234,-1.248600,2.243373,-0.386140,4.937865,-3.191479,0.579609
4.500000,-0.191868,3.217009,1.485842,0.049562,0.260533,-0.029180,0.000062,-0.805623,0.104706,-0.982664,2.064384,-0.348130,5.472406,-3.764489,0.859634
4.550000,-0.189394,3.229031,1.484513,0.048332,0.222838,-0.024383,-0.042093,-0.707226,0.088421,-0.701360,1.866924,-0.300176,5.570977,-3.974050,0.990919
4.600000,-0.187035,3.239292,1.483404,0.045353,0.189811,-0.020338,-0.070074,-0.618931,0.074688,-0.425567,1.666979,-0.249038,5.276953,-3.919835,1.003351
4.650000,-0.184859,3.248012,1.482480,0.041325,0.160945,-0.016914,-0.084650,-0.540528,0.063517,-0.173665,1.474941,-0.199841,4.644655,-3.720942,0.930490
4.700000,-0.182902,3.255387,1.481713,0.036888,0.135758,-0.013986,-0.087440,-0.471437,0.054704,0.038899,1.294885,-0.155989,3.733508,-3.503576,0.806852
4.750000,-0.181170,3.261588,1.481081,0.032581,0.113801,-0.011444,-0.080760,-0.411039,0.047918,0.199686,1.124583,-0.119156,2.604193,-3.373409,0.667055
4.800000,-0.179644,3.266767,1.480568,0.028812,0.094654,-0.009194,-0.067472,-0.358979,0.042789,0.299318,0.957544,-0.089284,1.317370,-3.336377,0.545362
4.850000,-0.178289,3.271054,1.480162,0.025834,0.077903,-0.007165,-0.050828,-0.315285,0.038990,0.331423,0.790945,-0.064620,0.267535,2.481582,-0.381139
4.900000,-0.177061,3.274557,1.479852,0.023729,0.063126,-0.005295,-0.034329,-0.279884,0.036327,0.326072,1.205702,-0.127398,-0.868898,7.557181,-1.262897
4.950000,-0.175916,3.277366,1.479632,0.022401,0.049915,-0.003532,-0.018221,-0.194715,0.026250,0.244533,1.546663,-0.190910,-1.591723,1.842364,-0.528932
5.000000,-0.174821,3.279549,1.479499,0.021907,0.043654,-0.002670,-0.009876,-0.125218,0.017236,0.166899,1.389938,-0.180291,-1.552684,-3.134499,0.212372
